"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std"
"0967021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,42,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,39.2,"$50,001 TO $75,000",62500.5,0,0,32.018,-1.903234
"0967022C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,45,55,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,59.975,0.9747532
"0967023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,44,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,53.5,"$100,001 TO $200,000",150000.5,0,0,51.624,0.1150733
"0967024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,45,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.2,"$75,001 TO $100,000",87500.5,0,0,44.831,-0.5842209
"0968002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,36,"BACHELOR'S DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,63.43,39.18,"$50,001 TO $75,000",62500.5,0,0,63.444,1.331864
"0968004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,29.6,35.92,"$50,001 TO $75,000",62500.5,0,0,64.831,1.474646
"0968008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,34,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,34.95,"$100,001 TO $200,000",150000.5,0,0,49.227,-0.1316819
"0968016C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,46,42,"VOC/TECH PROGRAM","MASTER'S DEGREE (MA, MS)",1,0,72.1,48.69,"$75,001 TO $100,000",87500.5,0,0,45.49,-0.5163812
"0968018C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,37,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,48.69,"$50,001 TO $75,000",62500.5,0,0,32.521,-1.851453
"0968019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,41,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,63.43,53.5,"$75,001 TO $100,000",87500.5,0,0,56.025,0.568127
"0968021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,41,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,35.92,"$75,001 TO $100,000",87500.5,0,0,43.356,-0.7360623
"0968024C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,36,41,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,53.5,53.5,"$75,001 TO $100,000",87500.5,0,0,48.244,-0.2328752
"0969001C",1,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,37,40,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,38.18,39.2,"$75,001 TO $100,000",87500.5,0,0,47.047,-0.3560984
"0969002C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,43,42,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,33.42,"$50,001 TO $75,000",62500.5,0,0,34.559,-1.641655
"0969003C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,43,47,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,62.15,1.198655
"0969004C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,42,42,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,33.42,39.18,"$30,001 TO $35,000",32500.5,0,0,50.124,-0.03934174
"0969005C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,33,36,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,38.18,39.18,"$50,001 TO $75,000",62500.5,0,0,55.037,0.4664189
"0969006C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,53.5,NA,"$200,001 TO $200,001",200001,0,0,55.427,0.5065668
"0969007C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,37,38,"SOME COLLEGE","SOME COLLEGE",0,0,61.56,NA,"$35,001 TO $40,000",37500.5,1,1,45.371,-0.5286315
"0969008C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,48,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.63,"$50,001 TO $75,000",62500.5,0,0,39.924,-1.089364
"0969009C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,45,NA,"NOT APPLICABLE","DOCTORATE OR PROFESSIONAL DEGREE",NA,0,77.5,NA,"$100,001 TO $200,000",150000.5,0,0,51.465,0.09870529
"0969010C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,40,51,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,29.6,"$20,001 TO $25,000",22500.5,1,0,44.998,-0.5670293
"0969011C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.849,-0.4794245
"0969013C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,46,47,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,NA,35.63,"$200,001 TO $200,001",200001,0,0,60.081,0.9856652
"0969014C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,38.18,61.56,"$75,001 TO $100,000",87500.5,0,0,47.047,-0.3560984
"0969016C",1,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,44,52,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.63,"$5,000 TO $5,000",5000,1,0,39.566,-1.126218
"0969018C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,35,NA,"NOT APPLICABLE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",NA,0,38.18,NA,"$200,001 TO $200,001",200001,0,0,55.379,0.5016256
"0971001C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,31,33,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,39.2,"$35,001 TO $40,000",37500.5,0,0,45.054,-0.5612645
"0971002C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,34,40,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,38.18,35.92,"$25,001 TO $30,000",27500.5,0,1,46.104,-0.453174
"0971003C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,32,37,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,38.18,52.54,"$50,001 TO $75,000",62500.5,0,0,52.4,0.1949573
"0972001C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,53,59,"HIGH SCHOOL DIPLOMA/EQUIVALENT","8TH GRADE OR BELOW",1,1,38.18,NA,"$35,001 TO $40,000",37500.5,0,0,47.841,-0.2743614
"0972002C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,39,43,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,35.63,"$100,001 TO $200,000",150000.5,0,0,62.344,1.218626
"0972003C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,34,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.2,"$40,001 TO $50,000",45000.5,0,0,57.759,0.7466307
"0972004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,33,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,53.5,NA,"$75,001 TO $100,000",87500.5,0,0,32.706,-1.832409
"0972007C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,2,52,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$30,001 TO $35,000",32500.5,0,0,48.2,-0.2374047
"0972008C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,2,39,NA,"NOT APPLICABLE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",NA,0,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,64.625,1.45344
"0975001C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,2,32,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,33.42,"$100,001 TO $200,000",150000.5,0,0,43.218,-0.7502685
"0975002C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,NA,41,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,38.18,29.6,"$40,001 TO $50,000",45000.5,0,0,58.001,0.771543
"0975003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,46,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,53.5,"$50,001 TO $75,000",62500.5,0,0,39.192,-1.164718
"0975004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,31,"SOME COLLEGE","SOME COLLEGE",0,0,NA,39.18,"$100,001 TO $200,000",150000.5,0,0,59.136,0.8883837
"0975005C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,44,53,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,35.92,35.92,"$35,001 TO $40,000",37500.5,0,0,53.103,0.2673265
"0975006C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,32,34,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,NA,39.18,"$25,001 TO $30,000",27500.5,0,0,49.101,-0.1446528
"0975008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,38,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,33.42,"$25,001 TO $30,000",27500.5,0,0,61.762,1.158713
"0975009C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.161,-0.03553283
"0975011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,37.67,"$100,001 TO $200,000",150000.5,0,0,51.546,0.1070437
"0975014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,49,54,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,72.1,53.5,"$100,001 TO $200,000",150000.5,0,0,50.662,0.01604179
"0975015C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,47,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,38.18,53.5,"$100,001 TO $200,000",150000.5,0,0,60.304,1.008622
"0975017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,35.92,64.89,"$50,001 TO $75,000",62500.5,0,0,49.168,-0.1377556
"0975018C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,45,37,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,34.95,"$100,001 TO $200,000",150000.5,0,0,56.779,0.6457462
"0975020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,41,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","VOC/TECH PROGRAM",0,1,NA,61.56,"$100,001 TO $200,000",150000.5,0,0,49.072,-0.1476381
"0975022C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,2,42,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$35,001 TO $40,000",37500.5,0,0,42.196,-0.8554766
"0975023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,33,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,35.92,"$40,001 TO $50,000",45000.5,0,0,59.326,0.9079429
"0975024C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,41,43,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,53.5,53.5,"$50,001 TO $75,000",62500.5,0,0,55.541,0.5183024
"0983002C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,63.43,"$50,001 TO $75,000",62500.5,0,0,66.859,1.683415
"0983003C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,41,39,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,50.991,0.04991015
"0983006C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,40,"BACHELOR'S DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,38.18,59,"$50,001 TO $75,000",62500.5,0,0,58.32,0.8043819
"0983007C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,45,42,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,63.43,53.5,"$30,001 TO $35,000",32500.5,0,0,70.105,2.017569
"0983008C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,40,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","SOME COLLEGE",0,0,35.78,64.89,"$75,001 TO $100,000",87500.5,0,0,62.745,1.259906
"0983009C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,33,34,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,53.5,"$50,001 TO $75,000",62500.5,0,0,58.36,0.8084997
"0983010C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,63.43,NA,"$10,001 TO $15,000",12500.5,1,0,66.458,1.642135
"0983013C",1,"WHITE, NON-HISPANIC",1,0,0,0,2,44,50,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,63.43,59,"$50,001 TO $75,000",62500.5,0,0,60.008,0.9781503
"0993002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,62.883,1.274112
"0993003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,39,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,57.83,39.18,"$50,001 TO $75,000",62500.5,0,0,50.276,-0.02369435
"0993004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,45,"SOME COLLEGE","SOME COLLEGE",0,0,NA,35.78,"$25,001 TO $30,000",27500.5,0,0,48.138,-0.2437872
"0993006C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$50,001 TO $75,000",62500.5,0,0,46.268,-0.4362913
"0993007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.78,NA,"$50,001 TO $75,000",62500.5,0,0,61.076,1.088094
"0993009C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,41,43,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,63.43,34.95,"$40,001 TO $50,000",45000.5,0,0,52.55,0.2103988
"0993010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,53.5,38.18,"$50,001 TO $75,000",62500.5,0,0,38.921,-1.192616
"0993011C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,33,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,48.69,NA,"$10,001 TO $15,000",12500.5,1,1,36.687,-1.422591
"0993012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,46,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,35.78,39.18,"$50,001 TO $75,000",62500.5,0,0,31.634,-1.942764
"0993013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,45,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,35.78,"$40,001 TO $50,000",45000.5,0,0,51.382,0.09016099
"0993015C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,24,24,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,39.18,"$35,001 TO $40,000",37500.5,0,0,50.918,0.04239528
"0993016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$35,001 TO $40,000",37500.5,0,0,55.748,0.5396116
"0993017C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.126,-0.6567959
"0993018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,30,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,62.87,53.5,"$75,001 TO $100,000",87500.5,0,0,70.261,2.033628
"0993019C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,34,37,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,48.69,"$75,001 TO $100,000",87500.5,0,0,55.354,0.499052
"0993020C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.969,1.488852
"0993021C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.365,-1.455739
"0993023C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,48.69,39.2,"$75,001 TO $100,000",87500.5,0,0,43.98,-0.6718257
"0995001C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.841,-2.333228
"0995003C",0,"ASIAN",0,0,0,1,1,35,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$5,001 TO $10,000",7500.5,1,0,38.595,-1.226176
"0995006C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.033,-0.769313
"0995007C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,35,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,63.43,39.18,"$40,001 TO $50,000",45000.5,0,0,53.188,0.2760767
"0995009C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,44,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,34.95,"$20,001 TO $25,000",22500.5,1,NA,47.787,-0.2799203
"0995012C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,43,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,52.54,NA,"$15,001 TO $20,000",17500.5,0,0,48.478,-0.2087865
"0995013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,46,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$5,000 TO $5,000",5000,1,1,36.993,-1.391091
"0995014C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,33,29,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,39.18,"$30,001 TO $35,000",32500.5,0,0,58.996,0.8739716
"0995017C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.224,-0.9555375
"0995018C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,31,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,38.18,NA,"$15,001 TO $20,000",17500.5,1,0,45.634,-0.5015574
"0995020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,40,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,34.95,35.92,"$10,001 TO $15,000",12500.5,1,0,26.748,-2.445745
"0995021C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,33,39,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,39.2,35.78,"$15,001 TO $20,000",17500.5,1,0,45.91,-0.473145
"0995022C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,37,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,39.18,37.67,"$25,001 TO $30,000",27500.5,0,0,45.052,-0.5614704
"0995024C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,38,"8TH GRADE OR BELOW","SOME COLLEGE",1,0,34.95,33.42,"$25,001 TO $30,000",27500.5,0,0,52.31,0.1856924
"0995040C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"8TH GRADE OR BELOW","9TH - 12TH GRADE",1,1,NA,33.42,"$30,001 TO $35,000",32500.5,0,0,41.543,-0.9226986
"0996003C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.903,-2.223903
"0996004C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.701,0.9465467
"0996007C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,61,66,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,NA,"$20,001 TO $25,000",22500.5,1,0,29.085,-2.205167
"0996013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.498,-1.544991
"0996017C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.2,"$20,001 TO $25,000",22500.5,1,0,43.7,-0.7006498
"0996019C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,37,38,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.92,NA,"$15,001 TO $20,000",17500.5,1,0,42.146,-0.8606238
"0996021C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,29,38,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,35.63,39.18,"$15,001 TO $20,000",17500.5,1,0,43.06,-0.7665335
"0996022C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.816,-0.7916517
"0996024C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,34,27,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,34.95,39.18,"$25,001 TO $30,000",27500.5,0,0,23.277,-2.803062
"0997001C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,31,36,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,39.2,"$10,001 TO $15,000",12500.5,1,0,41.007,-0.9778762
"0997002C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,44,42,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,38.18,34.95,"$15,001 TO $20,000",17500.5,1,0,43.45,-0.7263856
"0997004C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.105,-0.3501277
"0997006C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.728,-1.418371
"0997008C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,40,46,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,34.95,34.95,"$50,001 TO $75,000",62500.5,0,0,38.698,-1.215572
"0997009C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,34,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,NA,"$20,001 TO $25,000",22500.5,0,0,39.939,-1.08782
"0997011C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,39,46,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,33.42,35.63,"$10,001 TO $15,000",12500.5,1,0,35.89,-1.504637
"0997015C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,23,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$25,001 TO $30,000",27500.5,0,1,39.684,-1.11407
"0997022C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,NA,28,"HIGH SCHOOL DIPLOMA/EQUIVALENT","NOT APPLICABLE",1,NA,NA,35.78,"$10,001 TO $15,000",12500.5,1,0,40.788,-1.000421
"0997024C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,3,29,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,50.772,0.02736555
"0999007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,45,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,35.78,59,"$100,001 TO $200,000",150000.5,0,0,62.904,1.276274
"1000001C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.825,-0.0701218
"1000002C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,36,40,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,53.5,53.5,"$75,001 TO $100,000",87500.5,0,0,50.689,0.01882126
"1000003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,34.95,64.89,"$100,001 TO $200,000",150000.5,0,0,61.222,1.103124
"1000004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,47,"SOME COLLEGE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,53.5,35.78,"$100,001 TO $200,000",150000.5,0,0,68.901,1.893625
"1000005C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,46,42,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,59.055,0.8800453
"1000006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,38,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,61.56,35.78,"$75,001 TO $100,000",87500.5,0,0,58.443,0.817044
"1000007C",0,"WHITE, NON-HISPANIC",1,0,0,0,3,43,41,"BACHELOR'S DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,63.43,59,"$100,001 TO $200,000",150000.5,0,0,64.604,1.451278
